Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Krit1	chr5	1	3841186	3841191	3840966	3841416	305.961595519538	75.211595940371	1178.44063536907	no-junctions	NA	-3139.15683483974	Krit1:chr5:3840966-3841416:1
Drp2	chrX	1	134456390	134456392	134456173	134456573	302.098011105789	73.9705708183783	356.535806358332	no-junctions	NA	-1802.21389265574	Drp2:chrX:134456173-134456573:1
Drp2	chrX	1	134453230	134453213	134453012	134453414	283.328491381954	67.2512613565802	274.040328685809	no-junctions	NA	-1907.30187637757	Drp2:chrX:134453012-134453414:1
Chmp1a	chr8	-1	123204457	123204353	123204264	123204539	196.486720190516	62.284044036998	6835.03406891573	no-junctions	NA	-3300.2646030277	Chmp1a:chr8:123204264-123204539:-1
Hddc2	chr10	1	31327994	31328001	31326061	31328204	307.556747669183	73.1472169612102	4365.06743575743	across-junctions	(31326061,31326159)(31327881,31328204)	-3002.99144790769	Hddc2:chr10:31326061-31328204:1
Car4	chr11	1	84965857	84965853	84965646	84966044	296.280197948271	69.0548756309745	3474.06016833212	no-junctions	NA	-2896.92200780152	Car4:chr11:84965646-84966044:1
Dbt	chr3	1	116549800	116549803	116549617	116549981	303.853382706168	62.7154348374779	582.204969515946	no-junctions	NA	-2326.57401693308	Dbt:chr3:116549617-116549981:1
Oxa1l	chr14	1	54368443	54368445	54368159	54368646	302.042885313192	67.9732908700865	3273.23712945256	across-junctions	(54368159,54368232)(54368318,54368646)	-3561.84119980508	Oxa1l:chr14:54368159-54368646:1
Oxa1l	chr14	1	54369263	54369259	54369019	54369499	296.301012519741	80.3938448165162	387.924805706121	no-junctions	NA	-2847.90123778979	Oxa1l:chr14:54369019-54369499:1
Mfsd10	chr5	-1	34633847	34633746	34633642	34633941	199.832208059248	65.6618474482699	1343.00230300701	no-junctions	NA	-2528.6871035743	Mfsd10:chr5:34633642-34633941:-1
Ndufa9	chr6	-1	126822130	126822142	126821935	126827634	312.73595040706	69.140048662284	8887.90415516335	across-junctions	(126821935,126822188)(126824936,126825001)(126827540,126827634)	-4142.29161323534	Ndufa9:chr6:126821935-126827634:-1
Timp1	chrX	1	20874550	20874536	20873362	20874731	286.678166040693	65.6862369839019	233.94496249578	across-junctions	(20873362,20873491)(20874471,20874731)	-1761.03353293741	Timp1:chrX:20873362-20874731:1
Acvrl1	chr15	1	101143443	101143445	101141107	101143637	302.421066777457	64.3293874913157	405.325728338782	across-junctions	(101141107,101141196)(101143343,101143637)	-2306.5239910734	Acvrl1:chr15:101141107-101143637:1
Tpd52l1	chr10	-1	31413608	31413622	31413502	31413742	314.018263605173	40.9043287202923	6114.88443411323	no-junctions	NA	-4926.8508164272	Tpd52l1:chr10:31413502-31413742:-1
Tpd52l1	chr10	-1	31426578	31426608	31426539	31426677	330.203950732055	23.0932002901735	1546.51683412927	no-junctions	NA	-3772.4939435575	Tpd52l1:chr10:31426539-31426677:-1
Ocrl	chrX	1	47965694	47965677	47965488	47965866	283.464685732112	63.67382211536	2293.11566603867	no-junctions	NA	-2912.97474826659	Ocrl:chrX:47965488-47965866:1
Hnrnpd	chr5	-1	99961203	99961218	99961017	99962601	315.55013705973	67.7816731050348	2662.87666739868	across-junctions	(99961017,99961332)(99962515,99962601)	-4138.87374513907	Hnrnpd:chr5:99961017-99962601:-1
Hnrnpd	chr5	-1	99956649	99956671	99956383	99956959	322.826027517184	96.4067434894063	1148.24736097885	no-junctions	NA	-3362.9247056262	Hnrnpd:chr5:99956383-99956959:-1
Hnrnpd	chr5	-1	99956127	99956018	99955935	99956228	191.402523963965	70.4869965631389	760.76884058464	no-junctions	NA	-2299.09296074862	Hnrnpd:chr5:99955935-99956228:-1
Hnrnpd	chr5	-1	99960797	99960793	99960580	99961006	296.366430551295	71.449217739896	416.848580830464	no-junctions	NA	-2889.91155792563	Hnrnpd:chr5:99960580-99961006:-1
Ckb	chr12	-1	111669560	111669456	111669361	111669657	196.977926292295	67.7789735448007	269511.880947954	no-junctions	NA	-4987.00130219367	Ckb:chr12:111669361-111669657:-1
S100a4	chr3	1	90605838	90605844	90605058	90606042	306.280717220069	66.0746679553818	920.569491508743	across-junctions	(90605058,90605151)(90605740,90606042)	-2223.12306279479	S100a4:chr3:90605058-90606042:1
Snd1	chr6	1	28888645	28888646	28888460	28888832	301.428898871366	62.8806634982209	721.571158569449	no-junctions	NA	-3355.64239491651	Snd1:chr6:28888460-28888832:1
Nhp2	chr11	1	51623240	51623240	51622534	51623444	300.711119296541	68.2529981148249	12227.7524614682	across-junctions	(51622534,51622589)(51623092,51623444)	-4235.09882727792	Nhp2:chr11:51622534-51623444:1
Gtf2h4	chr17	-1	35667919	35667821	35667730	35668454	202.541142603172	69.1883991741454	826.92179722941	across-junctions	(35667730,35668001)(35668428,35668454)	-2171.70441931795	Gtf2h4:chr17:35667730-35668454:-1
Smo	chr6	1	29761169	29761171	29760976	29761365	302.524610549632	65.4785853437277	949.438472664923	no-junctions	NA	-2126.13784327186	Smo:chr6:29760976-29761365:1
Pcbp3	chr10	-1	76762037	76761924	76761857	76762128	187.458442322258	68.900625849552	20578.0833719814	no-junctions	NA	-3835.50813805824	Pcbp3:chr10:76761857-76762128:-1
Ugp2	chr11	-1	21321857	21321863	21321650	21322076	306.354595562167	71.4085052871239	3026.63247047927	no-junctions	NA	-4037.32942858874	Ugp2:chr11:21321650-21322076:-1
Ugp2	chr11	-1	21333751	21333759	21333543	21353514	308.296880481653	72.5583581748531	791.726439062627	across-junctions	(21333543,21333809)(21353349,21353514)	-2952.92824925852	Ugp2:chr11:21333543-21353514:-1
Ugp2	chr11	-1	21323227	21323255	21322113	21323327	328.099036783068	24.0812406113082	277.910417010932	across-junctions	(21322113,21322128)(21323199,21323327)	-2860.40197977226	Ugp2:chr11:21322113-21323327:-1
Ugp2	chr11	-1	21370298	21370300	21370081	21370519	302.214330670561	73.8160100208959	224.758453493792	no-junctions	NA	-2683.13458683069	Ugp2:chr11:21370081-21370519:-1
Ugp2	chr11	-1	21321325	21321214	21321138	21321418	189.752830106105	68.7248305802654	213.671763940282	no-junctions	NA	-1760.9084663924	Ugp2:chr11:21321138-21321418:-1
Gmcl1	chr6	-1	86691954	86691843	86691768	86692041	189.042864802355	66.6770493149078	730.118667071074	no-junctions	NA	-2219.44247051343	Gmcl1:chr6:86691768-86692041:-1
Gmcl1	chr6	-1	86692419	86692453	86692171	86692735	334.629317630799	94.0777467679439	290.260654380339	no-junctions	NA	-3172.53952236921	Gmcl1:chr6:86692171-86692735:-1
Fam50a	chrX	1	74319499	74319489	74319067	74320145	290.008140946128	66.2529433051457	2155.71221086891	across-junctions	(74319067,74319097)(74319191,74319260)(74319392,74319501)(74319960,74320145)	-2442.16163473185	Fam50a:chrX:74319067-74320145:1
Lsr	chr7	-1	30958061	30957872	30957770	30958143	199.154057988482	61.1705359229838	782.478604757549	across-junctions	(30957770,30957900)(30957989,30958143)	-2465.85121284876	Lsr:chr7:30957770-30958143:-1
Pnck	chrX	-1	73656189	73656082	73655994	73656289	193.900421365421	69.7865350706738	4860.10035310799	no-junctions	NA	-3001.99994450277	Pnck:chrX:73655994-73656289:-1
Rnd2	chr11	1	101471650	101471653	101471455	101471851	303.982245133406	66.5845560755274	13349.7495079705	no-junctions	NA	-3388.99959297423	Rnd2:chr11:101471455-101471851:1
Cct3	chr3	1	88321583	88321576	88321076	88321767	293.479884291542	67.4918488433011	11604.4353540566	across-junctions	(88321076,88321144)(88321444,88321767)	-3445.95573535292	Cct3:chr3:88321076-88321767:1
Celf2	chr2	-1	7076307	7076302	7076164	7076440	295.837419457283	46.3568481279318	21190.7386186253	no-junctions	NA	-4313.78639744422	Celf2:chr2:7076164-7076440:-1
Celf2	chr2	-1	6542050	6542059	6541852	6542266	309.736047863705	69.6817394245557	3780.33924933978	no-junctions	NA	-3645.00795773542	Celf2:chr2:6541852-6542266:-1
Celf2	chr2	-1	6540017	6540001	6539694	6540310	284.34671581723	103.270258227835	1959.71109451695	no-junctions	NA	-3597.33924694822	Celf2:chr2:6539694-6540310:-1
Celf2	chr2	-1	6544997	6544975	6544741	6545209	278.795686027306	78.609331556791	1114.75273652824	no-junctions	NA	-3256.02420620287	Celf2:chr2:6544741-6545209:-1
Tcf25	chr8	1	123403629	123403618	123403417	123403819	289.804983095804	67.9742049268271	29874.1470329666	no-junctions	NA	-4203.37642137402	Tcf25:chr8:123403417-123403819:1
Tcf25	chr8	1	123403218	123403228	123403063	123403393	310.008371215506	55.9738985005102	1768.89190381739	no-junctions	NA	-3775.69898097532	Tcf25:chr8:123403063-123403393:1
Mov10	chr3	-1	104795021	104794910	104794836	104795117	189.950917850048	69.6879080746757	191.588171781664	no-junctions	NA	-1835.51058424749	Mov10:chr3:104794836-104795117:-1
Angptl4	chr17	-1	33775097	33775097	33774890	33775304	1348.17715620014	69.2462084942626	989.924820143978	no-junctions	NA	-24660.7271496308	Angptl4:chr17:33774890-33775304:-1
Tmem161a	chr8	1	70182666	70182666	70182462	70182870	300.857718158791	68.6800460997484	1604.99787260836	no-junctions	NA	-3239.0032479169	Tmem161a:chr8:70182462-70182870:1
Tmem161a	chr8	1	70179895	70179904	70179826	70179982	309.769980085218	26.3219138572736	289.228598205876	no-junctions	NA	-2666.99911679694	Tmem161a:chr8:70179826-70179982:1
Braf	chr6	-1	39603425	39603361	39603237	39603691	236.644555821707	110.255067821165	1464.84917146064	no-junctions	NA	-3117.79226421147	Braf:chr6:39603237-39603691:-1
Ergic1	chr17	1	26656748	26656741	26656516	26656934	293.079049737105	75.4513285691728	2999.15739108968	no-junctions	NA	-3541.06519872681	Ergic1:chr17:26656516-26656934:1
Ergic1	chr17	1	26655163	26655156	26641589	26655360	293.98701850573	68.8859362616136	890.203251510933	across-junctions	(26641589,26641703)(26655067,26655360)	-2604.99812440256	Ergic1:chr17:26641589-26655360:1
Ergic1	chr17	1	26656447	26656393	26656255	26656531	246.819465345873	46.9577428053235	395.529577077844	no-junctions	NA	-3244.56362476109	Ergic1:chr17:26656255-26656531:1
Fbxo7	chr10	1	86048129	86048132	86047925	86048339	303.035033209912	69.1037253607466	1290.19913455396	no-junctions	NA	-2566.40574473658	Fbxo7:chr10:86047925-86048339:1
Nup214	chr2	1	32052179	32052176	32051013	32052392	297.913683450009	72.3112379533874	646.224600195439	across-junctions	(32051013,32051147)(32051774,32051797)(32052119,32052392)	-2260.0159665727	Nup214:chr2:32051013-32052392:1
Siae	chr9	1	37648058	37648071	37647831	37648311	313.362737874874	80.4086881665116	246.893075739336	no-junctions	NA	-1938.82215313779	Siae:chr9:37647831-37648311:1
Blvra	chr2	1	127096893	127096886	127095204	127097084	293.037725920296	68.1684316712866	3537.13603680916	across-junctions	(127095204,127095256)(127096735,127097084)	-2828.22505317411	Blvra:chr2:127095204-127097084:1
Psmc3	chr2	1	91059124	91059115	91058011	91059455	291.965524040456	71.7845609727272	11842.9908111173	across-junctions	(91058011,91058154)(91059046,91059126)(91059254,91059455)	-4206.55122829182	Psmc3:chr2:91058011-91059455:1
Vrk3	chr7	1	44777323	44777319	44775425	44777515	296.540729138624	69.4598367540379	2165.39602523131	across-junctions	(44775425,44775534)(44777222,44777515)	-2484.08257587385	Vrk3:chr7:44775425-44777515:1
Gmpr2	chr14	1	55678547	55678554	55678341	55678767	307.919318128404	71.0934646728446	1636.22692155182	no-junctions	NA	-3133.57857152285	Gmpr2:chr14:55678341-55678767:1
Nr2f6	chr8	-1	71374311	71374213	71374123	71374432	202.17678421758	73.2543457390854	3059.66500514145	no-junctions	NA	-3152.03001675186	Nr2f6:chr8:71374123-71374432:-1
Tchp	chr5	1	114722148	114722136	114721920	114722327	288.181894498494	72.5944401855145	398.491226031535	no-junctions	NA	-1993.5678010595	Tchp:chr5:114721920-114722327:1
Axl	chr7	-1	25757455	25757349	25757273	25757559	194.709530646883	70.7687718601002	1727.19013532807	no-junctions	NA	-2851.17115984339	Axl:chr7:25757273-25757559:-1
Axl	chr7	-1	25757808	25757833	25757647	25758019	325.441963303816	62.3766776672053	374.290473118787	no-junctions	NA	-3167.35069832739	Axl:chr7:25757647-25758019:-1
Med6	chr12	-1	81573753	81573646	81573557	81573865	193.644949634839	73.7731691587667	1635.2667366143	no-junctions	NA	-2675.21494454516	Med6:chr12:81573557-81573865:-1
Med6	chr12	-1	81582675	81582686	81581737	81589179	311.59115536825	75.6443933177462	256.453958527652	across-junctions	(81581737,81581908)(81582633,81582714)(81588983,81589179)	-2582.92657176037	Med6:chr12:81581737-81589179:-1
Mea1	chr17	1	46682912	46682911	46682701	46683111	299.262512465535	70.3132217039849	19501.2829853925	no-junctions	NA	-3649.01052917485	Mea1:chr17:46682701-46683111:1
Atg4d	chr9	1	21273555	21273555	21273348	21273762	300.44970868508	69.5096127771654	2169.85525746454	no-junctions	NA	-3237.9688624973	Atg4d:chr9:21273348-21273762:1
Adgre5	chr8	-1	83723540	83723531	83723261	83723801	291.003209455675	90.6918565617143	667.007835393646	no-junctions	NA	-2770.98386596988	Adgre5:chr8:83723261-83723801:-1
Bcam	chr7	-1	19756347	19756343	19756145	19756541	213.230866737582	66.6687821214201	790.855604006667	no-junctions	NA	-43162.7861081577	Bcam:chr7:19756145-19756541:-1
Hmgn2	chr4	-1	133964946	133964847	133964738	133965033	201.600167317077	62.5689665774463	20102.4729551885	no-junctions	NA	-4039.96128680073	Hmgn2:chr4:133964738-133965033:-1
S100a5	chr3	1	90611592	90611590	90609845	90611780	298.570368129879	65.5180837436203	151691.99768619	across-junctions	(90609845,90609960)(90611511,90611780)	-4595.26392217281	S100a5:chr3:90609845-90611780:1
Tbc1d8	chr1	-1	39372044	39372058	39371845	39372271	314.154833259307	71.0736851950247	839.537165422578	no-junctions	NA	-2810.03754856099	Tbc1d8:chr1:39371845-39372271:-1
Yju2	chr17	1	55968105	55968088	55967878	55968285	283.811571320717	70.9843970257891	1001.54415839051	no-junctions	NA	-2437.89331468695	Yju2:chr17:55967878-55968285:1
Zfp276	chr8	1	123269541	123269549	123269360	123269738	308.428357285718	63.6717664731878	406.112512805962	no-junctions	NA	-2063.4520253694	Zfp276:chr8:123269360-123269738:1
Fkbp11	chr15	-1	98724555	98724457	98724366	98726543	202.908503341276	68.9692376196188	766.773682491714	across-junctions	(98724366,98724601)(98726484,98726543)	-2380.41818117963	Fkbp11:chr15:98724366-98726543:-1
Nosip	chr7	1	45076853	45076843	45076551	45077436	290.877747917636	70.6500047946342	1710.68204639945	across-junctions	(45076551,45076738)(45076821,45076928)(45077312,45077436)	-3419.13577409685	Nosip:chr7:45076551-45077436:1
Nosip	chr7	1	45078011	45078013	45077809	45078210	302.464366973169	68.2623962696662	1639.51144125043	no-junctions	NA	-2773.69010818671	Nosip:chr7:45077809-45078210:1
Araf	chrX	1	20852707	20852703	20852499	20852907	296.689474584376	68.8716569267571	17733.1057149824	no-junctions	NA	-4366.95637043726	Araf:chrX:20852499-20852907:1
Mef2d	chr3	1	88171889	88171880	88171670	88172086	291.564803091357	70.5558727324144	4104.28223351967	no-junctions	NA	-2934.95688502588	Mef2d:chr3:88171670-88172086:1
Mef2d	chr3	1	88169743	88169738	88169516	88169960	295.40301111032	74.5425103442363	642.346545992164	no-junctions	NA	-2450.38742675435	Mef2d:chr3:88169516-88169960:1
Def8	chr8	1	123463086	123463080	123462891	123463269	294.53015410176	63.0906054152636	1493.25183413103	no-junctions	NA	-2538.25134045535	Def8:chr8:123462891-123463269:1
Nrip2	chr6	1	128408713	128408718	128408502	128408934	305.265743713471	72.8559966851744	876.434228318966	no-junctions	NA	-3039.62261698961	Nrip2:chr6:128408502-128408934:1
Gstt3	chr10	-1	75774313	75774210	75774115	75774420	197.464289998196	70.079442826046	862.842859376177	no-junctions	NA	-2147.23919668258	Gstt3:chr10:75774115-75774420:-1
Naglu	chr11	1	101077479	101077466	101077250	101077672	287.144431401197	72.373744678627	538.179619738235	no-junctions	NA	-2192.79636484342	Naglu:chr11:101077250-101077672:1
Lrp3	chr7	-1	35201065	35201077	35200849	35201305	312.906123455056	76.3110826537265	1612.85559642796	no-junctions	NA	-3280.95306080065	Lrp3:chr7:35200849-35201305:-1
Lrp3	chr7	-1	35202217	35202210	35202009	35202411	293.810596214693	67.9134967730187	466.517945858613	no-junctions	NA	-2236.62182613287	Lrp3:chr7:35202009-35202411:-1
Unc119	chr11	1	78348958	78348965	78348761	78349164	307.698382328814	68.7662100730018	7132.88701326937	no-junctions	NA	-3408.96156779238	Unc119:chr11:78348761-78349164:1
Nr1h3	chr2	-1	91184248	91184155	91184061	91184371	207.705809440314	72.1606266836169	262.427849330717	no-junctions	NA	-1951.95469887351	Nr1h3:chr2:91184061-91184371:-1
Esam	chr9	1	37538136	37538120	37537910	37538319	284.566517261784	70.4439771066996	1740.3323940803	no-junctions	NA	-2688.28191598576	Esam:chr9:37537910-37538319:1
Ppm1j	chr3	1	104785814	104785819	104785471	104786014	305.50562973482	65.8867533488138	3346.53838477747	across-junctions	(104785471,104785548)(104785702,104786014)	-3004.02164871065	Ppm1j:chr3:104785471-104786014:1
Srpk3	chrX	1	73778751	73778731	73778533	73778925	280.365721549969	66.4393442115374	325.454325897458	no-junctions	NA	-2003.54826556085	Srpk3:chrX:73778533-73778925:1
Armc6	chr8	-1	70220365	70220275	70220172	70220473	210.482450352334	66.7876445378704	1542.54140180634	no-junctions	NA	-2602.48350194029	Armc6:chr8:70220172-70220473:-1
Supt6	chr11	-1	78207220	78207215	78206999	78207431	295.140200227353	72.6204768042661	1746.4305879532	no-junctions	NA	-3654.19335232046	Supt6:chr11:78206999-78207431:-1
Rapsn	chr2	1	91045539	91045526	91044900	91045729	287.801230809685	73.0979136449283	283.268792648905	across-junctions	(91044900,91045038)(91045446,91045729)	-1750.8612840764	Rapsn:chr2:91044900-91045729:1
Ndufb2	chr6	1	39596574	39596538	39592601	39599438	264.83254887692	66.2499144990599	66078.3963605559	across-junctions	(39592601,39592711)(39596451,39596594)(39598266,39598360)(39599392,39599438)	-4936.17910000343	Ndufb2:chr6:39592601-39599438:1
Puf60	chr15	-1	76070379	76070284	76070182	76070494	205.933053944849	70.5675495341264	11896.272015252	no-junctions	NA	-3539.45784792078	Puf60:chr15:76070182-76070494:-1
Shh	chr5	-1	28456994	28456902	28456815	28457109	208.130727485156	69.9820699181314	213.804925090644	no-junctions	NA	-1725.80880921057	Shh:chr5:28456815-28457109:-1
Prkra	chr2	-1	76630125	76630059	76629898	76630275	234.580610521072	72.1958379961907	2324.25227002267	no-junctions	NA	-3606.62517719508	Prkra:chr2:76629898-76630275:-1
Prkra	chr2	-1	76630425	76630468	76630351	76630585	343.643698814445	39.454142078367	264.920511414021	no-junctions	NA	-3034.43238969211	Prkra:chr2:76630351-76630585:-1
Ggct	chr6	-1	54985849	54985847	54985640	54986886	298.749781148538	69.6554758929228	2980.02442164606	across-junctions	(54985640,54986000)(54986833,54986886)	-3467.41877564095	Ggct:chr6:54985640-54986886:-1
Adprh	chr16	-1	38445593	38445599	38445398	38445800	306.179169476542	67.7340468364011	9166.1852895686	no-junctions	NA	-4284.13173843912	Adprh:chr16:38445398-38445800:-1
Ppp1r17	chr6	1	56032491	56032497	56032299	56032689	306.008867608622	66.5552504671427	480.386438476751	no-junctions	NA	-1997.06838049746	Ppp1r17:chr6:56032299-56032689:1
Stk11	chr10	1	80130286	80130331	80129736	80130682	345.687435139155	150.687179748825	1469.58189516732	across-junctions	(80129736,80130110)(80130256,80130682)	-4211.18220084257	Stk11:chr10:80129736-80130682:1
