gene	pas	type	frac.c1	frac.c2
Clasp1	chr1:118607739:+	3' most exon	0.0721	0.0721
3110009E18Rik	chr1:120188187:+	3' most exon	0.562	0.562
3110009E18Rik	chr1:120178236:+	Intron	0.194	0.194
3110009E18Rik	chr1:120121796:+	5' most exon	0.0856	0.0856
3110009E18Rik	chr1:120121682:+	5' most exon	0.159	0.159
Ccdc93	chr1:121506460:+	3' most exon	0.813	0.813
Ccdc93	chr1:121501593:+	3' most exon	0.187	0.187
Slc35f5	chr1:125595731:+	3' most exon	0.891	0.891
Slc35f5	chr1:125595542:+	3' most exon	0.109	0.109
Mgat5	chr1:127488334:+	3' most exon	0.374	0.374
Mgat5	chr1:127487237:+	3' most exon	0.468	0.468
Mgat5	chr1:127486949:+	3' most exon	0.157	0.157
Ccnt2	chr1:127808061:+	3' most exon	0.592	0.592
Ccnt2	chr1:127806315:+	3' most exon	0.0994	0.0994
Ccnt2	chr1:127805933:+	3' most exon	0.309	0.309
Rab3gap1	chr1:127943869:+	3' most exon	0.757	0.757
Rab3gap1	chr1:127920605:+	Intron	0.0838	0.0838
Rab3gap1	chr1:127943514:+	3' most exon	0.159	0.159
Ubxn4	chr1:128279375:+	3' most exon	0.373	0.373
Ubxn4	chr1:128277592:+	3' most exon	0.627	0.627
Thsd7b	chr1:130219278:+	3' most exon	0.94	0.94
Thsd7b	chr1:130219099:+	3' most exon	0.0605	0.0605
Yod1	chr1:130724356:+	3' most exon	0.81	0.81
Yod1	chr1:130720810:+	3' most exon	0.0791	0.0791
Yod1	chr1:130719899:+	3' most exon	0.111	0.111
Eif2d	chr1:131172238:+	Intron	0.111	0.111
Eif2d	chr1:131176663:+	3' most exon	0.171	0.171
Eif2d	chr1:131171111:+	Internal exon	0.488	0.488
Eif2d	chr1:131171508:+	Intron	0.23	0.23
Rab7b	chr1:131713430:+	3' most exon	0.578	0.578
Rab7b	chr1:131715443:+	3' most exon	0.169	0.169
Rab7b	chr1:131712839:+	3' most exon	0.253	0.253
Pm20d1	chr1:131818114:+	Intron	0.616	0.616
Pm20d1	chr1:131816446:+	Intron	0.384	0.384
Nucks1	chr1:131936292:+	3' most exon	0.819	0.819
Nucks1	chr1:131932266:+	3' most exon	0.181	0.181
Elk4	chr1:132032572:+	3' most exon	0.91	0.91
Elk4	chr1:132031669:+	3' most exon	0.09	0.09
Lemd1	chr1:132257369:+	3' most exon	0.742	0.742
Lemd1	chr1:132209544:+	Intron	0.258	0.258
Klhdc8a	chr1:132305569:+	3' most exon	0.658	0.658
Klhdc8a	chr1:132305180:+	3' most exon	0.275	0.275
Klhdc8a	chr1:132305457:+	3' most exon	0.0667	0.0667
Dstyk	chr1:132466802:+	3' most exon	0.831	0.831
Dstyk	chr1:132431597:+	Intron	0.105	0.105
Dstyk	chr1:132463785:+	3' most exon	0.0645	0.0645
Pik3c2b	chr1:133108691:+	3' most exon	0.895	0.895
Pik3c2b	chr1:133107671:+	3' most exon	0.105	0.105
Ppp1r15b	chr1:133139783:+	3' most exon	0.915	0.915
Ppp1r15b	chr1:133136856:+	3' most exon	0.0847	0.0847
Plekha6	chr1:133303431:+	3' most exon	0.821	0.821
Plekha6	chr1:133303140:+	3' most exon	0.179	0.179
Cyb5r1	chr1:134411702:+	3' most exon	0.446	0.446
Cyb5r1	chr1:134411076:+	3' most exon	0.222	0.222
Cyb5r1	chr1:134411343:+	3' most exon	0.115	0.115
Cyb5r1	chr1:134411857:+	3' most exon	0.218	0.218
Adipor1	chr1:134432337:+	3' most exon	0.887	0.887
Adipor1	chr1:134433351:+	3' most exon	0.113	0.113
Rabif	chr1:134507885:+	3' most exon	0.762	0.762
Rabif	chr1:134508964:+	3' most exon	0.114	0.114
Rabif	chr1:134506712:+	3' most exon	0.124	0.124
Kdm5b	chr1:134632810:+	3' most exon	0.371	0.371
Kdm5b	chr1:134631548:+	3' most exon	0.0864	0.0864
Kdm5b	chr1:134632193:+	3' most exon	0.233	0.233
Kdm5b	chr1:134631950:+	3' most exon	0.309	0.309
Zfp281	chr1:136630399:+	3' most exon	0.0735	0.0735
Zfp281	chr1:136633103:+	3' most exon	0.204	0.204
Zfp281	chr1:136628266:+	3' most exon	0.135	0.135
Zfp281	chr1:136630042:+	3' most exon	0.468	0.468
Zfp281	chr1:136629622:+	3' most exon	0.119	0.119
Dennd1b	chr1:139175983:+	3' most exon	0.79	0.79
Dennd1b	chr1:139175310:+	3' most exon	0.21	0.21
Zbtb41	chr1:139452965:+	3' most exon	0.473	0.473
Zbtb41	chr1:139450349:+	3' most exon	0.274	0.274
Zbtb41	chr1:139451431:+	3' most exon	0.147	0.147
Zbtb41	chr1:139452562:+	3' most exon	0.106	0.106
Aspm	chr1:139494091:+	3' most exon	0.455	0.455
Aspm	chr1:139493883:+	3' most exon	0.545	0.545
Kcnt2	chr1:140612067:+	3' most exon	0.635	0.635
Kcnt2	chr1:140613975:+	3' most exon	0.223	0.223
Kcnt2	chr1:140609789:+	3' most exon	0.142	0.142
B3galt2	chr1:143648733:+	3' most exon	0.192	0.192
B3galt2	chr1:143652890:+	3' most exon	0.173	0.173
B3galt2	chr1:143649833:+	3' most exon	0.115	0.115
B3galt2	chr1:143647954:+	3' most exon	0.451	0.451
B3galt2	chr1:143646562:+	3' most exon	0.0701	0.0701
Glrx2	chr1:143746738:+	3' most exon	0.215	0.215
Glrx2	chr1:143749678:+	3' most exon	0.1	0.1
Glrx2	chr1:143745368:+	Intron	0.316	0.316
Glrx2	chr1:143746846:+	3' most exon	0.369	0.369
Uchl5	chr1:143806807:+	3' most exon	0.374	0.374
Uchl5	chr1:143778330:+	Intron	0.0861	0.0861
Uchl5	chr1:143800004:+	Internal exon	0.0702	0.0702
Uchl5	chr1:143806958:+	3' most exon	0.47	0.47
Brinp3	chr1:146902474:+	3' most exon	0.622	0.622
Brinp3	chr1:146515113:+	Intron	0.0887	0.0887
Brinp3	chr1:146902335:+	3' most exon	0.29	0.29
Ptgs2	chr1:150108159:+	3' most exon	0.498	0.498
Ptgs2	chr1:150106078:+	3' most exon	0.373	0.373
Ptgs2	chr1:150106191:+	3' most exon	0.129	0.129
Tpr	chr1:150451086:+	3' most exon	0.0768	0.0768
Tpr	chr1:150449932:+	3' most exon	0.923	0.923
Ivns1abp	chr1:151364393:+	3' most exon	0.523	0.523
Ivns1abp	chr1:151364203:+	3' most exon	0.477	0.477
Trmt1l	chr1:151458161:+	3' most exon	0.854	0.854
Trmt1l	chr1:151429373:+	Intron	0.146	0.146
Fam129a	chr1:151721939:+	3' most exon	0.688	0.688
Fam129a	chr1:151719345:+	3' most exon	0.194	0.194
Fam129a	chr1:151710342:+	Intron	0.0553	0.0553
Fam129a	chr1:151721040:+	3' most exon	0.0624	0.0624
Edem3	chr1:151822256:+	3' most exon	0.464	0.464
Edem3	chr1:151822057:+	3' most exon	0.536	0.536
Colgalt2	chr1:152511191:+	3' most exon	0.206	0.206
Colgalt2	chr1:152509769:+	3' most exon	0.237	0.237
Colgalt2	chr1:152510695:+	3' most exon	0.557	0.557
Arpc5	chr1:152775511:+	3' most exon	0.877	0.877
Arpc5	chr1:152774517:+	3' most exon	0.123	0.123
Ncf2	chr1:152836477:+	3' most exon	0.0556	0.0556
Ncf2	chr1:152836255:+	3' most exon	0.944	0.944
Nmnat2	chr1:153119261:+	3' most exon	0.7	0.7
Nmnat2	chr1:153118075:+	3' most exon	0.133	0.133
Nmnat2	chr1:153119150:+	3' most exon	0.167	0.167
Shcbp1l	chr1:153450520:+	Intron	0.581	0.581
Shcbp1l	chr1:153452574:+	3' most exon	0.419	0.419
Rgs8	chr1:153697665:+	3' most exon	0.77	0.77
Rgs8	chr1:153694792:+	3' most exon	0.166	0.166
Rgs8	chr1:153693063:+	3' most exon	0.0641	0.0641
Rnasel	chr1:153764221:+	3' most exon	0.845	0.845
Rnasel	chr1:153768695:+	3' most exon	0.155	0.155
Glul	chr1:153909659:+	3' most exon	0.444	0.444
Glul	chr1:153908260:+	3' most exon	0.312	0.312
Glul	chr1:153908828:+	3' most exon	0.128	0.128
Glul	chr1:153909840:+	3' most exon	0.115	0.115
Stx6	chr1:155203739:+	3' most exon	0.193	0.193
Stx6	chr1:155181229:+	Intron	0.0879	0.0879
Stx6	chr1:155202702:+	3' most exon	0.323	0.323
Stx6	chr1:155203522:+	3' most exon	0.396	0.396
Acbd6	chr1:155687233:+	3' most exon	0.418	0.418
Acbd6	chr1:155567646:+	Internal exon	0.207	0.207
Acbd6	chr1:155564713:+	Internal exon	0.375	0.375
Tor1aip2	chr1:156053530:+	Intron	0.44	0.44
Tor1aip2	chr1:156068818:+	3' most exon	0.13	0.13
Tor1aip2	chr1:156036880:+	Intron	0.0716	0.0716
Tor1aip2	chr1:156052737:+	Intron	0.358	0.358
Rfwd2	chr1:159345440:+	3' most exon	0.438	0.438
Rfwd2	chr1:159354874:+	3' most exon	0.103	0.103
Rfwd2	chr1:159347642:+	3' most exon	0.0518	0.0518
Rfwd2	chr1:159345129:+	3' most exon	0.406	0.406
Tnr	chr1:159931729:+	3' most exon	0.618	0.618
Tnr	chr1:159925520:+	3' most exon	0.149	0.149
Tnr	chr1:159556826:+	Intron	0.0562	0.0562
Tnr	chr1:159925314:+	3' most exon	0.177	0.177
Mrps14	chr1:160200069:+	3' most exon	0.44	0.44
Mrps14	chr1:160199820:+	3' most exon	0.56	0.56
Rc3h1	chr1:160974925:+	3' most exon	0.949	0.949
Rc3h1	chr1:160930035:+	5' most exon	0.0506	0.0506
Gas5	chr1:161038037:+	Internal exon	0.0731	0.0731
Gas5	chr1:161037314:+	5' most exon	0.0588	0.0588
Gas5	chr1:161038514:+	3' most exon	0.0981	0.0981
Gas5	chr1:161037682:+	Intron	0.471	0.471
Gas5	chr1:161037049:+	5' most exon	0.299	0.299
Cenpl	chr1:161086724:+	3' most exon	0.0717	0.0717
Cenpl	chr1:161083465:+	Intron	0.284	0.284
Cenpl	chr1:161086338:+	3' most exon	0.644	0.644
Ankrd45	chr1:161170500:+	3' most exon	0.932	0.932
Ankrd45	chr1:161172190:+	3' most exon	0.0679	0.0679
Vamp4	chr1:162595271:+	Intron	0.42	0.42
Vamp4	chr1:162599082:+	3' most exon	0.186	0.186
Vamp4	chr1:162595160:+	Intron	0.393	0.393
Scyl3	chr1:163955111:+	3' most exon	0.732	0.732
Scyl3	chr1:163954022:+	3' most exon	0.1	0.1
Scyl3	chr1:163953752:+	3' most exon	0.168	0.168
Slc19a2	chr1:164265369:+	3' most exon	0.741	0.741
Slc19a2	chr1:164264684:+	3' most exon	0.0771	0.0771
Slc19a2	chr1:164265150:+	3' most exon	0.182	0.182
Ccdc181	chr1:164287817:+	3' most exon	0.942	0.942
Ccdc181	chr1:164282508:+	Internal exon	0.0583	0.0583
Nme7	chr1:164437728:+	3' most exon	0.75	0.75
Nme7	chr1:164437297:+	3' most exon	0.25	0.25
Creg1	chr1:165775308:+	3' most exon	0.454	0.454
Creg1	chr1:165774035:+	3' most exon	0.546	0.546
Fam78b	chr1:167090984:+	3' most exon	0.715	0.715
Fam78b	chr1:167088672:+	3' most exon	0.217	0.217
Fam78b	chr1:167079281:+	3' most exon	0.0683	0.0683
Aldh9a1	chr1:167368531:+	3' most exon	0.0779	0.0779
Aldh9a1	chr1:167368286:+	3' most exon	0.799	0.799
Aldh9a1	chr1:167368063:+	3' most exon	0.123	0.123
Rxrg	chr1:167639622:+	3' most exon	0.873	0.873
Rxrg	chr1:167639427:+	3' most exon	0.127	0.127
Rgs5	chr1:169695793:+	3' most exon	0.874	0.874
Rgs5	chr1:169692616:+	3' most exon	0.126	0.126
Ccdc190	chr1:169935318:+	3' most exon	0.214	0.214
Ccdc190	chr1:169936589:+	3' most exon	0.109	0.109
Ccdc190	chr1:169934438:+	3' most exon	0.522	0.522
Ccdc190	chr1:169934656:+	3' most exon	0.155	0.155
Mpz	chr1:171161125:+	3' most exon	0.912	0.912
Mpz	chr1:171160961:+	3' most exon	0.0882	0.0882
Adamts4	chr1:171262257:+	3' most exon	0.613	0.613
Adamts4	chr1:171260493:+	3' most exon	0.202	0.202
Adamts4	chr1:171259915:+	3' most exon	0.131	0.131
Adamts4	chr1:171262021:+	3' most exon	0.0545	0.0545
Dedd	chr1:171342271:+	3' most exon	0.198	0.198
Dedd	chr1:171341618:+	3' most exon	0.585	0.585
Dedd	chr1:171343275:+	3' most exon	0.0519	0.0519
Dedd	chr1:171341299:+	3' most exon	0.0966	0.0966
Dedd	chr1:171342439:+	3' most exon	0.0686	0.0686
Pfdn2	chr1:171358170:+	3' most exon	0.868	0.868
Pfdn2	chr1:171357992:+	3' most exon	0.132	0.132
Usf1	chr1:171418731:+	3' most exon	0.937	0.937
Usf1	chr1:171418144:+	3' most exon	0.0632	0.0632
F11r	chr1:171464603:+	3' most exon	0.24	0.24
F11r	chr1:171464010:+	3' most exon	0.577	0.577
F11r	chr1:171463712:+	3' most exon	0.183	0.183
Alyref2	chr1:171504675:+	3' most exon	0.566	0.566
Alyref2	chr1:171504465:+	3' most exon	0.434	0.434
Slamf1	chr1:171801179:+	3' most exon	0.172	0.172
Slamf1	chr1:171793430:+	Intron	0.188	0.188
Slamf1	chr1:171800592:+	3' most exon	0.641	0.641
Cd84	chr1:171890681:+	3' most exon	0.479	0.479
Cd84	chr1:171889079:+	3' most exon	0.521	0.521
Dcaf8	chr1:172196387:+	3' most exon	0.608	0.608
Dcaf8	chr1:172195466:+	3' most exon	0.392	0.392
Igsf8	chr1:172319837:+	3' most exon	0.626	0.626
Igsf8	chr1:172319685:+	3' most exon	0.374	0.374
Pigm	chr1:172379153:+	3' most exon	0.527	0.527
Pigm	chr1:172384073:+	3' most exon	0.415	0.415
Pigm	chr1:172380491:+	3' most exon	0.0583	0.0583
Fmn2	chr1:174822729:+	3' most exon	0.922	0.922
Fmn2	chr1:174821548:+	3' most exon	0.0782	0.0782
Desi2	chr1:178252598:+	3' most exon	0.539	0.539
Desi2	chr1:178249553:+	3' most exon	0.135	0.135
Desi2	chr1:178188485:+	Intron	0.119	0.119
Desi2	chr1:178250552:+	3' most exon	0.0861	0.0861
Desi2	chr1:178250905:+	3' most exon	0.0707	0.0707
Desi2	chr1:178249668:+	3' most exon	0.0499	0.0499
Cox20	chr1:178322690:+	3' most exon	0.206	0.206
Cox20	chr1:178322144:+	Intron	0.644	0.644
Cox20	chr1:178322819:+	3' most exon	0.149	0.149
Efcab2	chr1:178481940:+	3' most exon	0.142	0.142
Efcab2	chr1:178481516:+	3' most exon	0.203	0.203
Efcab2	chr1:178484244:+	3' most exon	0.0825	0.0825
Efcab2	chr1:178484513:+	3' most exon	0.182	0.182
Efcab2	chr1:178481636:+	3' most exon	0.19	0.19
Efcab2	chr1:178481405:+	3' most exon	0.201	0.201
Kif26b	chr1:178939162:+	3' most exon	0.695	0.695
Kif26b	chr1:178932852:+	3' most exon	0.188	0.188
Kif26b	chr1:178936469:+	3' most exon	0.118	0.118
Cnst	chr1:179627440:+	3' most exon	0.891	0.891
Cnst	chr1:179579839:+	Intron	0.109	0.109
Sccpdh	chr1:179687186:+	3' most exon	0.869	0.869
Sccpdh	chr1:179686829:+	3' most exon	0.131	0.131
Cdc42bpa	chr1:180165603:+	3' most exon	0.764	0.764
Cdc42bpa	chr1:180162588:+	3' most exon	0.236	0.236
Itpkb	chr1:180424802:+	3' most exon	0.927	0.927
Itpkb	chr1:180422039:+	3' most exon	0.0734	0.0734
Parp1	chr1:180601254:+	3' most exon	0.684	0.684
Parp1	chr1:180601000:+	3' most exon	0.316	0.316
Acbd3	chr1:180754167:+	3' most exon	0.467	0.467
Acbd3	chr1:180756084:+	3' most exon	0.214	0.214
Acbd3	chr1:180753916:+	3' most exon	0.319	0.319
H3f3aos	chr1:180816350:+	5' most exon	0.321	0.321
H3f3aos	chr1:180820711:+	Single exon	0.324	0.324
H3f3aos	chr1:180815032:+	5' most exon	0.25	0.25
H3f3aos	chr1:180814708:+	5' most exon	0.106	0.106
Sde2	chr1:180868109:+	3' most exon	0.632	0.632
Sde2	chr1:180867570:+	3' most exon	0.368	0.368
Cnih4	chr1:181166416:+	3' most exon	0.733	0.733
Cnih4	chr1:181168990:+	3' most exon	0.11	0.11
Cnih4	chr1:181166268:+	3' most exon	0.157	0.157
A430110L20Rik	chr1:181234727:+	Single exon	0.663	0.663
A430110L20Rik	chr1:181228498:+	Single exon	0.21	0.21
A430110L20Rik	chr1:181236747:+	Single exon	0.127	0.127
Cnih3	chr1:181460494:+	3' most exon	0.339	0.339
Cnih3	chr1:181461311:+	3' most exon	0.0672	0.0672
Cnih3	chr1:181459915:+	3' most exon	0.594	0.594
Srp9	chr1:182131811:+	3' most exon	0.694	0.694
Srp9	chr1:182132399:+	3' most exon	0.306	0.306
Dusp10	chr1:184075521:+	3' most exon	0.154	0.154
Dusp10	chr1:184074874:+	3' most exon	0.662	0.662
Dusp10	chr1:184075637:+	3' most exon	0.184	0.184
Rab3gap2	chr1:185286756:+	3' most exon	0.319	0.319
Rab3gap2	chr1:185284645:+	3' most exon	0.0777	0.0777
Rab3gap2	chr1:185284111:+	3' most exon	0.185	0.185
Rab3gap2	chr1:185286430:+	3' most exon	0.418	0.418
Bpnt1	chr1:185357737:+	3' most exon	0.789	0.789
Bpnt1	chr1:185357032:+	3' most exon	0.0884	0.0884
Bpnt1	chr1:185356782:+	3' most exon	0.123	0.123
Slc30a10	chr1:185465750:+	3' most exon	0.414	0.414
Slc30a10	chr1:185468762:+	3' most exon	0.229	0.229
Slc30a10	chr1:185465184:+	3' most exon	0.358	0.358
Gpatch2	chr1:187351696:+	3' most exon	0.772	0.772
Gpatch2	chr1:187235810:+	Intron	0.153	0.153
Gpatch2	chr1:187349643:+	3' most exon	0.0753	0.0753
Ptpn14	chr1:189876695:+	3' most exon	0.742	0.742
Ptpn14	chr1:189870314:+	3' most exon	0.0827	0.0827
Ptpn14	chr1:189876417:+	3' most exon	0.175	0.175
Angel2	chr1:190946962:+	3' most exon	0.135	0.135
Angel2	chr1:190945901:+	3' most exon	0.48	0.48
Angel2	chr1:190946496:+	3' most exon	0.385	0.385
Tmem206	chr1:191352674:+	3' most exon	0.57	0.57
Tmem206	chr1:191351284:+	3' most exon	0.172	0.172
Tmem206	chr1:191350201:+	3' most exon	0.0977	0.0977
Tmem206	chr1:191350916:+	3' most exon	0.161	0.161
Ints7	chr1:191622674:+	3' most exon	0.757	0.757
Ints7	chr1:191621652:+	3' most exon	0.243	0.243
Lpgat1	chr1:191784255:+	3' most exon	0.591	0.591
Lpgat1	chr1:191782906:+	3' most exon	0.336	0.336
Lpgat1	chr1:191778630:+	3' most exon	0.0727	0.0727
Slc30a1	chr1:191913188:+	3' most exon	0.74	0.74
Slc30a1	chr1:191910105:+	3' most exon	0.26	0.26
Gm15867	chr1:192856886:+	3' most exon	0.694	0.694
Gm15867	chr1:192856248:+	3' most exon	0.306	0.306
A130010J15Rik	chr1:193177699:+	3' most exon	0.261	0.261
A130010J15Rik	chr1:193176303:+	3' most exon	0.263	0.263
A130010J15Rik	chr1:193175182:+	3' most exon	0.0785	0.0785
A130010J15Rik	chr1:193177829:+	3' most exon	0.101	0.101
A130010J15Rik	chr1:193176132:+	3' most exon	0.296	0.296
Plxna2	chr1:194816862:+	3' most exon	0.604	0.604
Plxna2	chr1:194812571:+	3' most exon	0.396	0.396
Xkr4	chr1:3199733:-	3' most exon	0.832	0.832
Xkr4	chr1:3214400:-	3' most exon	0.0904	0.0904
Xkr4	chr1:3630788:-	Intron	0.0773	0.0773
Sox17	chr1:4491383:-	3' most exon	0.723	0.723
Sox17	chr1:4490931:-	3' most exon	0.277	0.277
Rgs20	chr1:4909573:-	3' most exon	0.571	0.571
Rgs20	chr1:4904401:-	3' most exon	0.108	0.108
Rgs20	chr1:4910055:-	3' most exon	0.203	0.203
Rgs20	chr1:4910309:-	3' most exon	0.118	0.118
4732440D04Rik	chr1:6209897:-	Single exon	0.522	0.522
4732440D04Rik	chr1:6212937:-	Single exon	0.478	0.478
Sntg1	chr1:8962620:-	Intron	0.786	0.786
Sntg1	chr1:8791650:-	Intron	0.108	0.108
Sntg1	chr1:8359734:-	3' most exon	0.107	0.107
Mybl1	chr1:9667407:-	3' most exon	0.469	0.469
Mybl1	chr1:9694632:-	Intron	0.238	0.238
Mybl1	chr1:9669770:-	3' most exon	0.292	0.292
Vcpip1	chr1:9720533:-	3' most exon	0.293	0.293
Vcpip1	chr1:9723192:-	3' most exon	0.39	0.39
Vcpip1	chr1:9718628:-	3' most exon	0.105	0.105
Vcpip1	chr1:9724285:-	3' most exon	0.106	0.106
Vcpip1	chr1:9719485:-	3' most exon	0.106	0.106
Ppp1r42	chr1:9968689:-	3' most exon	0.797	0.797
Ppp1r42	chr1:9985607:-	Internal exon	0.203	0.203
Cops5	chr1:10024698:-	3' most exon	0.0575	0.0575
Cops5	chr1:10024830:-	3' most exon	0.942	0.942
Ncoa2	chr1:13139158:-	3' most exon	0.846	0.846
Ncoa2	chr1:13139389:-	3' most exon	0.154	0.154
Tram1	chr1:13564780:-	3' most exon	0.728	0.728
Tram1	chr1:13566046:-	3' most exon	0.0897	0.0897
Tram1	chr1:13576367:-	Intron	0.125	0.125
Tram1	chr1:13566218:-	3' most exon	0.0569	0.0569
Lactb2	chr1:13624845:-	3' most exon	0.392	0.392
Lactb2	chr1:13626692:-	3' most exon	0.156	0.156
Lactb2	chr1:13616643:-	3' most exon	0.133	0.133
Lactb2	chr1:13625878:-	3' most exon	0.103	0.103
Lactb2	chr1:13623332:-	3' most exon	0.0694	0.0694
Lactb2	chr1:13630150:-	Internal exon	0.148	0.148
Stau2	chr1:16344197:-	Intron	0.425	0.425
Stau2	chr1:16228803:-	3' most exon	0.24	0.24
Stau2	chr1:16344353:-	Intron	0.334	0.334
Ube2w	chr1:16569782:-	Intron	0.147	0.147
Ube2w	chr1:16565885:-	Intron	0.124	0.124
Ube2w	chr1:16570557:-	Intron	0.347	0.347
Ube2w	chr1:16570133:-	Intron	0.382	0.382
Eloc	chr1:16642949:-	3' most exon	0.0654	0.0654
Eloc	chr1:16642707:-	3' most exon	0.206	0.206
Eloc	chr1:16643244:-	3' most exon	0.393	0.393
Eloc	chr1:16641729:-	3' most exon	0.244	0.244
Eloc	chr1:16643061:-	3' most exon	0.0923	0.0923
Mcm3	chr1:20802556:-	3' most exon	0.204	0.204
Mcm3	chr1:20803006:-	3' most exon	0.796	0.796
Kcnq5	chr1:21511850:-	Intron	0.677	0.677
Kcnq5	chr1:21398405:-	3' most exon	0.232	0.232
Kcnq5	chr1:21401686:-	3' most exon	0.0911	0.0911
Rims1	chr1:22285972:-	3' most exon	0.409	0.409
Rims1	chr1:22593273:-	Intron	0.0841	0.0841
Rims1	chr1:22286609:-	3' most exon	0.112	0.112
Rims1	chr1:22594546:-	Intron	0.0542	0.0542
Rims1	chr1:22286250:-	3' most exon	0.341	0.341
Ogfrl1	chr1:23366449:-	3' most exon	0.452	0.452
Ogfrl1	chr1:23369700:-	3' most exon	0.467	0.467
Ogfrl1	chr1:23369064:-	3' most exon	0.0814	0.0814
Smap1	chr1:23845666:-	Intron	0.842	0.842
Smap1	chr1:23871438:-	Intron	0.0921	0.0921
Smap1	chr1:23876374:-	Internal exon	0.0658	0.0658
Fam135a	chr1:24011607:-	3' most exon	0.356	0.356
Fam135a	chr1:24011090:-	3' most exon	0.303	0.303
Fam135a	chr1:24011723:-	3' most exon	0.341	0.341
Col19a1	chr1:24257688:-	3' most exon	0.828	0.828
Col19a1	chr1:24260881:-	3' most exon	0.172	0.172
Phf3	chr1:30802342:-	3' most exon	0.181	0.181
Phf3	chr1:30803103:-	3' most exon	0.754	0.754
Phf3	chr1:30803546:-	3' most exon	0.0652	0.0652
Ptp4a1	chr1:30940382:-	3' most exon	0.329	0.329
Ptp4a1	chr1:30941375:-	3' most exon	0.602	0.602
Ptp4a1	chr1:30942625:-	3' most exon	0.069	0.069
Zfp451	chr1:33761545:-	3' most exon	0.323	0.323
Zfp451	chr1:33797762:-	Intron	0.201	0.201
Zfp451	chr1:33792136:-	Intron	0.225	0.225
Zfp451	chr1:33798692:-	Intron	0.144	0.144
Zfp451	chr1:33801528:-	Intron	0.106	0.106
Fam168b	chr1:34813226:-	3' most exon	0.889	0.889
Fam168b	chr1:34817144:-	3' most exon	0.111	0.111
Uggt1	chr1:36140028:-	3' most exon	0.444	0.444
Uggt1	chr1:36143482:-	3' most exon	0.444	0.444
Uggt1	chr1:36141530:-	3' most exon	0.112	0.112
Lman2l	chr1:36423190:-	3' most exon	0.783	0.783
Lman2l	chr1:36418797:-	3' most exon	0.0755	0.0755
Lman2l	chr1:36418897:-	3' most exon	0.142	0.142
Ankrd39	chr1:36538171:-	3' most exon	0.387	0.387
Ankrd39	chr1:36539087:-	3' most exon	0.613	0.613
Sema4c	chr1:36548653:-	3' most exon	0.928	0.928
Sema4c	chr1:36549257:-	3' most exon	0.0724	0.0724
Actr1b	chr1:36698114:-	3' most exon	0.341	0.341
Actr1b	chr1:36699200:-	3' most exon	0.659	0.659
Coa5	chr1:37417142:-	3' most exon	0.638	0.638
Coa5	chr1:37420244:-	3' most exon	0.157	0.157
Coa5	chr1:37420366:-	3' most exon	0.206	0.206
Tsga10	chr1:37832403:-	Intron	0.239	0.239
Tsga10	chr1:37760447:-	Intron	0.0795	0.0795
Tsga10	chr1:37834461:-	Intron	0.0947	0.0947
Tsga10	chr1:37760823:-	Intron	0.165	0.165
Tsga10	chr1:37832700:-	Intron	0.422	0.422
Mitd1	chr1:37874847:-	3' most exon	0.0561	0.0561
Mitd1	chr1:37878888:-	Intron	0.944	0.944
Txndc9	chr1:37987182:-	3' most exon	0.0997	0.0997
Txndc9	chr1:37990152:-	Intron	0.193	0.193
Txndc9	chr1:37987423:-	3' most exon	0.707	0.707
Rev1	chr1:38052795:-	3' most exon	0.866	0.866
Rev1	chr1:38052973:-	3' most exon	0.134	0.134
Aff3	chr1:38177327:-	3' most exon	0.829	0.829
Aff3	chr1:38175370:-	3' most exon	0.171	0.171
Lonrf2	chr1:38793617:-	3' most exon	0.938	0.938
Lonrf2	chr1:38797429:-	3' most exon	0.0617	0.0617
Tbc1d8	chr1:39370927:-	3' most exon	0.205	0.205
Tbc1d8	chr1:39371862:-	3' most exon	0.676	0.676
Tbc1d8	chr1:39372425:-	3' most exon	0.0615	0.0615
Tbc1d8	chr1:39371495:-	3' most exon	0.0569	0.0569
Gm15832	chr1:39551348:-	5' most exon	0.739	0.739
Gm15832	chr1:39551630:-	5' most exon	0.261	0.261
Rnf149	chr1:39551348:-	3' most exon	0.729	0.729
Rnf149	chr1:39551630:-	3' most exon	0.271	0.271
Creg2	chr1:39618405:-	3' most exon	0.468	0.468
Creg2	chr1:39622762:-	3' most exon	0.482	0.482
Creg2	chr1:39620016:-	3' most exon	0.0506	0.0506
Tgfbrap1	chr1:43047269:-	3' most exon	0.927	0.927
Tgfbrap1	chr1:43094818:-	Intron	0.0729	0.0729
Uxs1	chr1:43749507:-	3' most exon	0.33	0.33
Uxs1	chr1:43750122:-	3' most exon	0.0623	0.0623
Uxs1	chr1:43746966:-	3' most exon	0.0991	0.0991
Uxs1	chr1:43764919:-	Internal exon	0.0987	0.0987
Uxs1	chr1:43749848:-	3' most exon	0.207	0.207
Uxs1	chr1:43749637:-	3' most exon	0.204	0.204
Kdelc1	chr1:44106640:-	3' most exon	0.17	0.17
Kdelc1	chr1:44103724:-	3' most exon	0.129	0.129
Kdelc1	chr1:44106885:-	3' most exon	0.7	0.7
Col5a2	chr1:45375805:-	3' most exon	0.773	0.773
Col5a2	chr1:45374619:-	3' most exon	0.227	0.227
Slc40a1	chr1:45908150:-	3' most exon	0.896	0.896
Slc40a1	chr1:45909314:-	3' most exon	0.104	0.104
