Gene_Symbol	Ensemble_ID	Peak_ID	Chromosome	Peak_Start	Peak_End	Strand
Pnck	ENSMUSG00000002012.13	ENSMUSG00000002012.13_1_1	X	73656016	73656362	-
Ssr4	ENSMUSG00000002014.12	ENSMUSG00000002014.12_1_1	X	73790654	73790812	+
Bcap31	ENSMUSG00000002015.5	ENSMUSG00000002015.5_1_1	X	73686190	73686560	-
Fam98a	ENSMUSG00000002017.9	ENSMUSG00000002017.9_1_1	17	75537118	75537474	-
Ltbp2	ENSMUSG00000002020.15	ENSMUSG00000002020.15_1_1	12	84783250	84783611	-
Kmt2a	ENSMUSG00000002028.13	ENSMUSG00000002028.13_1_2	9	44803374	44803736	-
Ift46	ENSMUSG00000002031.12	ENSMUSG00000002031.12_1_1	9	44790512	44790881	+
Tmem25	ENSMUSG00000002032.17	ENSMUSG00000002032.17_1_1	9	44793809	44794169	-
Trappc6a	ENSMUSG00000002043.17	ENSMUSG00000002043.17_1_1	7	19515874	19516127	+
Supt6	ENSMUSG00000002052.6	ENSMUSG00000002052.6_1_1	11;11	78206840;78207050	78207049;78207398	-;-
Unc119	ENSMUSG00000002058.13	ENSMUSG00000002058.13_1_1	11	78348764	78349150	+
Rab34	ENSMUSG00000002059.18	ENSMUSG00000002059.18_2_1	11	78191808	78192180	+
Sdf2	ENSMUSG00000002064.10	ENSMUSG00000002064.10_1_1	11	78255093	78255476	+
Ccne1	ENSMUSG00000002068.16	ENSMUSG00000002068.16_1_1	7	38098005	38098375	-
Bbc3	ENSMUSG00000002083.13	ENSMUSG00000002083.13_1_1	7	16317918	16318188	+
Psmc3	ENSMUSG00000002102.15	ENSMUSG00000002102.15_1_1	2	91059058	91059424	+
Acp2	ENSMUSG00000002103.15	ENSMUSG00000002103.15_1_1	2	91211173	91211427	+
Acp2	ENSMUSG00000002103.15	ENSMUSG00000002103.15_1_2	2	91211774	91212075	+
Acp2	ENSMUSG00000002103.15	ENSMUSG00000002103.15_1_4	2	91213764	91214048	+
Slc39a13	ENSMUSG00000002105.15	ENSMUSG00000002105.15_1_1	2	91061804	91062171	-
Celf2	ENSMUSG00000002107.18	ENSMUSG00000002107.18_2_3	2	6541908	6542211	-
Celf2	ENSMUSG00000002107.18	ENSMUSG00000002107.18_2_4	2	6539804	6540160	-
Nr1h3	ENSMUSG00000002108.10	ENSMUSG00000002108.10_1_1	2	91184111	91184439	-
Ddb2	ENSMUSG00000002109.14	ENSMUSG00000002109.14_1_1	2	91211588	91211985	-
Spi1	ENSMUSG00000002111.8	ENSMUSG00000002111.8_1_1	2	91115345	91115741	+
Sf3a1	ENSMUSG00000002129.11	ENSMUSG00000002129.11_1_1	11	4180150	4180576	+
Sf3a1	ENSMUSG00000002129.11	ENSMUSG00000002129.11_1_2	11	4182229	4182442	+
Stat6	ENSMUSG00000002147.18	ENSMUSG00000002147.18_1_1	10;10	127660221;127660521	127660520;127660930	+;+
Clgn	ENSMUSG00000002190.13	ENSMUSG00000002190.13_1_3	8	83428184	83428517	+
Vrk3	ENSMUSG00000002205.16	ENSMUSG00000002205.16_1_1	7	44777249	44777499	+
Smg9	ENSMUSG00000002210.11	ENSMUSG00000002210.11_1_1	7	24422382	24422762	+
Paxip1	ENSMUSG00000002221.11	ENSMUSG00000002221.11_1_1	5	27742056	27742475	-
Rmnd5a	ENSMUSG00000002222.14	ENSMUSG00000002222.14_1_1	6	71392826	71392921	-
Rmnd5a	ENSMUSG00000002222.14	ENSMUSG00000002222.14_1_2	6;6	71388666;71388948	71388947;71389230	-;-
Mov10	ENSMUSG00000002227.15	ENSMUSG00000002227.15_1_1	3	104794839	104795210	-
Ppm1j	ENSMUSG00000002228.7	ENSMUSG00000002228.7_1_1	3;3	104785465;104785685	104785684;104785993	+;+
Rhoc	ENSMUSG00000002233.13	ENSMUSG00000002233.13_1_1	3	104794093	104794448	+
Ppard	ENSMUSG00000002250.15	ENSMUSG00000002250.15_1_1	17	28301072	28301472	+
Def6	ENSMUSG00000002257.7	ENSMUSG00000002257.7_1_1	17	28228219	28228575	+
Peg3	ENSMUSG00000002265.16	ENSMUSG00000002265.16_1_1	7	6703917	6704275	-
Metrn	ENSMUSG00000002274.12	ENSMUSG00000002274.12_1_1	17	25794787	25795177	-
Lmf1	ENSMUSG00000002279.18	ENSMUSG00000002279.18_2_1	17	25656033	25656185	+
Narfl	ENSMUSG00000002280.10	ENSMUSG00000002280.10_1_1	17	25782411	25782789	+
Angptl4	ENSMUSG00000002289.15	ENSMUSG00000002289.15_1_1	17	33774921	33775293	-
Cd320	ENSMUSG00000002308.15	ENSMUSG00000002308.15_1_1	17	33848356	33848743	+
Ipo4	ENSMUSG00000002319.16	ENSMUSG00000002319.16_1_1	14	55625706	55626209	-
Tm9sf1	ENSMUSG00000002320.15	ENSMUSG00000002320.15_1_1	14	55635992	55636374	-
Rec8	ENSMUSG00000002324.8	ENSMUSG00000002324.8_1_1	14	55624775	55625387	+
Irf9	ENSMUSG00000002325.15	ENSMUSG00000002325.15_1_1	14	55609645	55610022	+
Gmpr2	ENSMUSG00000002326.6	ENSMUSG00000002326.6_1_1	14	55678352	55678735	+
Dhrs1	ENSMUSG00000002332.16	ENSMUSG00000002332.16_1_1	14	55739026	55739392	-
Ncan	ENSMUSG00000002341.8	ENSMUSG00000002341.8_1_1	8	70095146	70095336	-
Ncan	ENSMUSG00000002341.8	ENSMUSG00000002341.8_1_2	8	70093081	70093468	-
Tmem161a	ENSMUSG00000002342.17	ENSMUSG00000002342.17_1_1	8	70182473	70182841	+
Tmem161a	ENSMUSG00000002342.17	ENSMUSG00000002342.17_1_2	8	70183408	70183538	+
Armc6	ENSMUSG00000002343.11	ENSMUSG00000002343.11_1_1	8	70220210	70220569	-
Slc25a42	ENSMUSG00000002346.16	ENSMUSG00000002346.16_1_1	8	70184350	70184709	-
Snx9	ENSMUSG00000002365.10	ENSMUSG00000002365.10_1_2	17	5931591	5931940	+
Ranbp3	ENSMUSG00000002372.8	ENSMUSG00000002372.8_1_1	17	56711365	56711749	+
Ndufa11	ENSMUSG00000002379.6	ENSMUSG00000002379.6_1_1	17	56721987	56722136	+
Nr2f6	ENSMUSG00000002393.14	ENSMUSG00000002393.14_1_1	8	71374143	71374605	-
Ocel1	ENSMUSG00000002396.8	ENSMUSG00000002396.8_2_1	8	71378986	71379320	+
Dyrk1b	ENSMUSG00000002409.18	ENSMUSG00000002409.18_1_1	7	28186892	28187279	+
Braf	ENSMUSG00000002413.15	ENSMUSG00000002413.15_2_4	6	39603272	39603724	-
Ndufb2	ENSMUSG00000002416.13	ENSMUSG00000002416.13_1_1	6;6	39598266;39598349	39598348;39598423	+;+
Prpf6	ENSMUSG00000002455.14	ENSMUSG00000002455.14_1_1	2	181655443	181655659	+
Rgs19	ENSMUSG00000002458.13	ENSMUSG00000002458.13_2_1	2	181688446	181688839	-
Rgs20	ENSMUSG00000002459.17	ENSMUSG00000002459.17_1_1	1	4910112	4910393	-
Abhd3	ENSMUSG00000002475.15	ENSMUSG00000002475.15_1_1	18	10644418	10644824	-
Snrpd1	ENSMUSG00000002477.4	ENSMUSG00000002477.4_1_1	18;18	10627797;10627945	10627944;10628115	+;+
Tchp	ENSMUSG00000002486.15	ENSMUSG00000002486.15_1_2	5	114721940	114722309	+
Tiam1	ENSMUSG00000002489.16	ENSMUSG00000002489.16_2_1	16	89787125	89787494	-
Tsc2	ENSMUSG00000002496.10	ENSMUSG00000002496.10_1_1	17	24596504	24597064	-
Slc9a3r2	ENSMUSG00000002504.14	ENSMUSG00000002504.14_1_1	17	24639806	24640148	-
Slc9a3r2	ENSMUSG00000002504.14	ENSMUSG00000002504.14_1_2	17	24639327	24639642	-
Puf60	ENSMUSG00000002524.17	ENSMUSG00000002524.17_1_1	15	76070207	76070577	-
Golga2	ENSMUSG00000002546.16	ENSMUSG00000002546.16_1_1	2	32307526	32307900	+
Uck1	ENSMUSG00000002550.16	ENSMUSG00000002550.16_2_1	2	32255020	32255403	-
Mien1	ENSMUSG00000002580.7	ENSMUSG00000002580.7_1_1	11	98437737	98438107	-
Axl	ENSMUSG00000002602.16	ENSMUSG00000002602.16_1_1	7;7	25757286;25757656	25757655;25757943	-;-
Tgfb1	ENSMUSG00000002603.15	ENSMUSG00000002603.15_1_1	7	25704829	25704976	+
Ccdc97	ENSMUSG00000002608.8	ENSMUSG00000002608.8_1_1	7	25711130	25711497	-
Zfp40	ENSMUSG00000002617.14	ENSMUSG00000002617.14_1_3	17	23173904	23174230	-
Akap8l	ENSMUSG00000002625.9	ENSMUSG00000002625.9_1_1	17	32321433	32321909	-
Shh	ENSMUSG00000002633.4	ENSMUSG00000002633.4_1_2	5	28456849	28457194	-
Pdcd2l	ENSMUSG00000002635.11	ENSMUSG00000002635.11_1_1	7;7	34184632;34184723	34184722;34184806	-;-
Gtf2f1	ENSMUSG00000002658.9	ENSMUSG00000002658.9_1_1	17	57003418	57003979	-
Clpp	ENSMUSG00000002660.7	ENSMUSG00000002660.7_1_1	17	56995889	56996163	+
Med6	ENSMUSG00000002679.14	ENSMUSG00000002679.14_1_1	12	81573533	81573934	-
Lcp2	ENSMUSG00000002699.13	ENSMUSG00000002699.13_2_1	11	34090832	34091210	+
Cse1l	ENSMUSG00000002718.14	ENSMUSG00000002718.14_1_1	2	166945878	166946321	+
Prkra	ENSMUSG00000002731.6	ENSMUSG00000002731.6_1_1	2;2	76629958;76630276	76630275;76630500	-;-
Fkbp7	ENSMUSG00000002732.14	ENSMUSG00000002732.14_1_1	2	76663061	76663328	-
Plekha3	ENSMUSG00000002733.8	ENSMUSG00000002733.8_1_1	2;2	76696219;76696537	76696536;76696751	+;+
Ykt6	ENSMUSG00000002741.9	ENSMUSG00000002741.9_1_1	11	5966039	5966248	+
Ykt6	ENSMUSG00000002741.9	ENSMUSG00000002741.9_1_2	11	5967440	5967748	+
Baz1b	ENSMUSG00000002748.7	ENSMUSG00000002748.7_1_1	5	135245724	135246131	+
Pex6	ENSMUSG00000002763.16	ENSMUSG00000002763.16_1_1	17	46725213	46725540	+
Mrpl2	ENSMUSG00000002767.13	ENSMUSG00000002767.13_1_1	17	46649894	46650128	+
Mea1	ENSMUSG00000002768.7	ENSMUSG00000002768.7_1_1	17	46682743	46683098	+
Grin2d	ENSMUSG00000002771.12	ENSMUSG00000002771.12_1_1	7	45831884	45832260	-
Kdelr1	ENSMUSG00000002778.14	ENSMUSG00000002778.14_1_1	7	45883012	45883123	+
Kdelr1	ENSMUSG00000002778.14	ENSMUSG00000002778.14_1_2	7	45883345	45883724	+
Tmem143	ENSMUSG00000002781.19	ENSMUSG00000002781.19_1_1	7	45917041	45917387	+
Ggct	ENSMUSG00000002797.9	ENSMUSG00000002797.9_1_1	6	54985674	54985977	-
Jag2	ENSMUSG00000002799.6	ENSMUSG00000002799.6_1_1	12	112908759	112909089	-
Jag2	ENSMUSG00000002799.6	ENSMUSG00000002799.6_1_2	12	112907839	112908174	-
Btbd6	ENSMUSG00000002803.14	ENSMUSG00000002803.14_2_1	12	112978551	112978927	+
Nudt14	ENSMUSG00000002804.4	ENSMUSG00000002804.4_2_2	12	112934392	112934573	-
Epdr1	ENSMUSG00000002808.7	ENSMUSG00000002808.7_1_1	13	19593234	19593302	-
Epdr1	ENSMUSG00000002808.7	ENSMUSG00000002808.7_1_2	13	19591755	19592193	-
Flii	ENSMUSG00000002812.4	ENSMUSG00000002812.4_1_1	11	60714135	60714423	-
Atg4d	ENSMUSG00000002820.6	ENSMUSG00000002820.6_1_1	9	21273354	21273741	+
Hdgfrp2	ENSMUSG00000002833.11	ENSMUSG00000002833.11_1_1	17	56100369	56100582	+
Chaf1a	ENSMUSG00000002835.8	ENSMUSG00000002835.8_1_1	17	56067525	56067997	+
Tmem39a	ENSMUSG00000002845.14	ENSMUSG00000002845.14_2_1	16	38590950	38591372	+
Timmdc1	ENSMUSG00000002846.9	ENSMUSG00000002846.9_1_1	16;16	38498375;38498705	38498704;38498973	-;-
Pla1a	ENSMUSG00000002847.7	ENSMUSG00000002847.7_1_1	16	38396177	38396475	-
Mcm2	ENSMUSG00000002870.8	ENSMUSG00000002870.8_1_1	6	88883517	88883862	-
Tpra1	ENSMUSG00000002871.14	ENSMUSG00000002871.14_1_1	6	88911834	88912218	+
Nab1	ENSMUSG00000002881.14	ENSMUSG00000002881.14_1_1	1	52458558	52458900	-
Nab1	ENSMUSG00000002881.14	ENSMUSG00000002881.14_1_2	1	52457323	52457629	-
Adgre5	ENSMUSG00000002885.14	ENSMUSG00000002885.14_1_1	8	83723325	83723752	-
Il17ra	ENSMUSG00000002897.5	ENSMUSG00000002897.5_1_1	6	120483332	120483714	+
Lamb1	ENSMUSG00000002900.16	ENSMUSG00000002900.16_1_1	12	31329164	31329620	+
Kcnn1	ENSMUSG00000002908.17	ENSMUSG00000002908.17_1_1	8	70843976	70844349	-
Kcnn1	ENSMUSG00000002908.17	ENSMUSG00000002908.17_1_2	8	70843195	70843589	-
Arrdc2	ENSMUSG00000002910.11	ENSMUSG00000002910.11_1_1	8	70835155	70835512	-
Ppp1r17	ENSMUSG00000002930.6	ENSMUSG00000002930.6_1_3	6	56032306	56032670	+
Map2k7	ENSMUSG00000002948.19	ENSMUSG00000002948.19_1_1	8	4247513	4247884	+
Timm44	ENSMUSG00000002949.15	ENSMUSG00000002949.15_1_1	8	4259817	4260023	-
Ap2a2	ENSMUSG00000002957.11	ENSMUSG00000002957.11_1_1	7	141631363	141631577	+
Ap2a2	ENSMUSG00000002957.11	ENSMUSG00000002957.11_1_2	7	141632235	141632444	+
Ap2a2	ENSMUSG00000002957.11	ENSMUSG00000002957.11_1_3	7	141632633	141632985	+
Pnkp	ENSMUSG00000002963.17	ENSMUSG00000002963.17_1_1	7;7	44862224;44862580	44862579;44862862	+;+
Med25	ENSMUSG00000002968.9	ENSMUSG00000002968.9_1_1	7	44879406	44879486	-
Bcam	ENSMUSG00000002980.14	ENSMUSG00000002980.14_1_1	7	19756170	19756532	-
Clptm1	ENSMUSG00000002981.10	ENSMUSG00000002981.10_1_1	7	19633258	19633640	-
Relb	ENSMUSG00000002983.17	ENSMUSG00000002983.17_1_1	7	19606226	19606591	-
Apoe	ENSMUSG00000002985.16	ENSMUSG00000002985.16_2_1	7	19696282	19696664	-
Hbp1	ENSMUSG00000002996.17	ENSMUSG00000002996.17_4_1	12	31926471	31926851	-
Prkar2b	ENSMUSG00000002997.15	ENSMUSG00000002997.15_1_1	12	31958478	31958869	-
Cdkn1b	ENSMUSG00000003031.14	ENSMUSG00000003031.14_1_3	6;6	134925195;134925376	134925375;134925516	+;+
Klf4	ENSMUSG00000003032.8	ENSMUSG00000003032.8_1_2	4	55527174	55527521	-
Ap1m1	ENSMUSG00000003033.15	ENSMUSG00000003033.15_1_1	8	72256992	72257379	+
Rab8a	ENSMUSG00000003037.16	ENSMUSG00000003037.16_1_1	8	72180490	72180787	+
Rab8a	ENSMUSG00000003037.16	ENSMUSG00000003037.16_1_2	8	72180906	72181292	+
Hmgn2	ENSMUSG00000003038.15	ENSMUSG00000003038.15_1_1	4;4	133964911;133965027	133965026;133965164	-;-
Fam32a	ENSMUSG00000003039.9	ENSMUSG00000003039.9_1_1	8;8	72222687;72223032	72223031;72223405	+;+
Stard3nl	ENSMUSG00000003062.13	ENSMUSG00000003062.13_3_1	13	19357699	19358068	-
Stk11	ENSMUSG00000003068.16	ENSMUSG00000003068.16_2_1	10	80129938	80130636	+
Atp5d	ENSMUSG00000003072.15	ENSMUSG00000003072.15_1_1	10	80145301	80145797	+
Ppp5c	ENSMUSG00000003099.11	ENSMUSG00000003099.11_1_1	7	17004666	17005042	-
Lipe	ENSMUSG00000003123.15	ENSMUSG00000003123.15_2_1	7;7	25379648;25379955	25379954;25380142	-;-
Pafah1b2	ENSMUSG00000003131.7	ENSMUSG00000003131.7_1_1	9	45968254	45968537	-
Pafah1b2	ENSMUSG00000003131.7	ENSMUSG00000003131.7_1_2	9	45966441	45966580	-
Pafah1b2	ENSMUSG00000003131.7	ENSMUSG00000003131.7_1_3	9	45965353	45965682	-
Cnot11	ENSMUSG00000003135.15	ENSMUSG00000003135.15_1_1	1	39544943	39545377	+
Cnot11	ENSMUSG00000003135.15	ENSMUSG00000003135.15_1_2	1	39546553	39546819	+
Slc2a3	ENSMUSG00000003153.10	ENSMUSG00000003153.10_1_1	6	122727836	122728216	-
Sri	ENSMUSG00000003161.15	ENSMUSG00000003161.15_1_1	5	8067559	8067808	+
Sri	ENSMUSG00000003161.15	ENSMUSG00000003161.15_1_2	5	8068885	8069131	+
Dgcr2	ENSMUSG00000003166.20	ENSMUSG00000003166.20_1_1	16	17840388	17840775	-
Irf3	ENSMUSG00000003184.15	ENSMUSG00000003184.15_1_1	7	45002151	45002385	+
Bcl2l12	ENSMUSG00000003190.12	ENSMUSG00000003190.12_2_1	7	44991262	44991485	-
Zfp959	ENSMUSG00000003198.10	ENSMUSG00000003198.10_1_1	17	55898530	55898908	+
Sh3gl1	ENSMUSG00000003200.9	ENSMUSG00000003200.9_1_1	17	56016763	56017163	-
Ebi3	ENSMUSG00000003206.6	ENSMUSG00000003206.6_1_1	17	55956696	55956968	+
Ccdc94	ENSMUSG00000003208.8	ENSMUSG00000003208.8_1_1	17;17	55967702;55967903	55967902;55968263	+;+
Ranbp2	ENSMUSG00000003226.7	ENSMUSG00000003226.7_1_1	10	58493839	58494120	+
Grk5	ENSMUSG00000003228.8	ENSMUSG00000003228.8_1_1	19	61092163	61092500	+
Dvl3	ENSMUSG00000003233.12	ENSMUSG00000003233.12_2_1	16	20533630	20534000	+
Abcf3	ENSMUSG00000003234.16	ENSMUSG00000003234.16_1_1	16	20560428	20560810	+
Eif2b5	ENSMUSG00000003235.13	ENSMUSG00000003235.13_1_1	16;16	20508791;20508971	20508970;20509315	+;+
Cyth2	ENSMUSG00000003269.17	ENSMUSG00000003269.17_2_1	7	45807599	45808057	-
Dlgap1	ENSMUSG00000003279.16	ENSMUSG00000003279.16_2_1	17	70819166	70819229	+
Dlgap1	ENSMUSG00000003279.16	ENSMUSG00000003279.16_2_3	17	70821034	70821391	+
Mrpl4	ENSMUSG00000003299.10	ENSMUSG00000003299.10_1_1	9	21008496	21008823	+
Keap1	ENSMUSG00000003308.15	ENSMUSG00000003308.15_1_1	9;9	21229767;21230125	21230124;21230473	-;-
Glg1	ENSMUSG00000003316.14	ENSMUSG00000003316.14_1_1	8	111156814	111156960	-
Csnk1g2	ENSMUSG00000003345.16	ENSMUSG00000003345.16_1_1	10	80640115	80640173	+
Csnk1g2	ENSMUSG00000003345.16	ENSMUSG00000003345.16_1_2	10	80640348	80640719	+
Abhd17a	ENSMUSG00000003346.14	ENSMUSG00000003346.14_1_1	10	80583667	80584039	-
Cacnb3	ENSMUSG00000003352.14	ENSMUSG00000003352.14_1_1	15	98644147	98644510	+
Ccdc65	ENSMUSG00000003354.6	ENSMUSG00000003354.6_2_1	15	98722987	98723301	+
Fkbp11	ENSMUSG00000003355.7	ENSMUSG00000003355.7_1_1	15	98724386	98724578	-
Pld3	ENSMUSG00000003363.15	ENSMUSG00000003363.15_1_1	7	27532009	27532406	-
Grik5	ENSMUSG00000003378.9	ENSMUSG00000003378.9_1_1	7	25009868	25010247	-
Rabac1	ENSMUSG00000003380.11	ENSMUSG00000003380.11_1_1	7	24969773	24970173	-
Etv3	ENSMUSG00000003382.18	ENSMUSG00000003382.18_2_1	3	87539714	87540139	+
Prkcsh	ENSMUSG00000003402.14	ENSMUSG00000003402.14_1_1	9	22013915	22014212	+
Elavl3	ENSMUSG00000003410.8	ENSMUSG00000003410.8_2_2	9	22015027	22015462	-
Rab3b	ENSMUSG00000003411.10	ENSMUSG00000003411.10_1_1	4	108940775	108941168	+
Fcgrt	ENSMUSG00000003420.8	ENSMUSG00000003420.8_1_1	7	45093059	45093331	-
Nosip	ENSMUSG00000003421.13	ENSMUSG00000003421.13_1_1	7	45076597	45076987	+
Nosip	ENSMUSG00000003421.13	ENSMUSG00000003421.13_2_1	7	45077847	45078166	+
Pih1d1	ENSMUSG00000003423.15	ENSMUSG00000003423.15_1_1	7;7	45159670;45159849	45159848;45160053	+;+
Rps11	ENSMUSG00000003429.11	ENSMUSG00000003429.11_1_1	7	45122420	45122546	-
Supt5	ENSMUSG00000003435.9	ENSMUSG00000003435.9_1_1	7	28314903	28315365	-
Dll3	ENSMUSG00000003436.11	ENSMUSG00000003436.11_1_1	7	28293629	28294107	-
Timm50	ENSMUSG00000003438.17	ENSMUSG00000003438.17_1_1	7;7	28305569;28305833	28305832;28306006	-;-
Med29	ENSMUSG00000003444.8	ENSMUSG00000003444.8_1_1	7	28386758	28386999	-
Ncstn	ENSMUSG00000003458.12	ENSMUSG00000003458.12_1_1	1	172066052	172066419	-
Pex19	ENSMUSG00000003464.13	ENSMUSG00000003464.13_1_1	1	172134911	172135275	+
Inmt	ENSMUSG00000003477.5	ENSMUSG00000003477.5_1_1	6	55170645	55171019	-
Impdh1	ENSMUSG00000003500.13	ENSMUSG00000003500.13_1_1	6	29200448	29200831	-
Dusp3	ENSMUSG00000003518.13	ENSMUSG00000003518.13_2_2	11	101971158	101971521	-
Prodh	ENSMUSG00000003526.12	ENSMUSG00000003526.12_1_1	16;16	18084234;18084546	18084545;18084717	-;-
Prodh	ENSMUSG00000003526.12	ENSMUSG00000003526.12_2_1	16	18071738	18072116	-
Dgcr14	ENSMUSG00000003527.9	ENSMUSG00000003527.9_1_1	16	17901799	17902140	-
Dgcr14	ENSMUSG00000003527.9	ENSMUSG00000003527.9_1_2	16	17900754	17901049	-
Slc25a1	ENSMUSG00000003528.15	ENSMUSG00000003528.15_1_1	16	17925241	17925630	-
Dgcr6	ENSMUSG00000003531.15	ENSMUSG00000003531.15_1_1	16	18070951	18071328	+
Ddr1	ENSMUSG00000003534.17	ENSMUSG00000003534.17_1_1	17	35681581	35681969	-
Ier3	ENSMUSG00000003541.6	ENSMUSG00000003541.6_1_1	17	35822550	35822908	+
Fosb	ENSMUSG00000003545.3	ENSMUSG00000003545.3_1_1	7	19302697	19303145	-
Klc4	ENSMUSG00000003546.9	ENSMUSG00000003546.9_1_1	17	46630644	46631012	-
Ercc1	ENSMUSG00000003549.9	ENSMUSG00000003549.9_1_1	7	19354356	19354517	+
Ercc1	ENSMUSG00000003549.9	ENSMUSG00000003549.9_2_1	7	19356430	19356518	+
As3mt	ENSMUSG00000003559.7	ENSMUSG00000003559.7_1_1	19	46740678	46741071	+
Homer3	ENSMUSG00000003573.15	ENSMUSG00000003573.15_2_1	8	70293985	70294336	+
Rnf215	ENSMUSG00000003581.14	ENSMUSG00000003581.14_1_1	11	4140784	4141160	+
Sec14l2	ENSMUSG00000003585.13	ENSMUSG00000003585.13_1_1	11	4097064	4097429	-
Aven	ENSMUSG00000003604.14	ENSMUSG00000003604.14_1_1	2	112630828	112631242	+
Cp	ENSMUSG00000003617.16	ENSMUSG00000003617.16_4_1	3	20007123	20007533	+
Cp	ENSMUSG00000003617.16	ENSMUSG00000003617.16_5_1	3;3	20008565;20008792	20008791;20009078	+;+
Crot	ENSMUSG00000003623.4	ENSMUSG00000003623.4_1_1	5	8966070	8966591	-
Rps6ka1	ENSMUSG00000003644.17	ENSMUSG00000003644.17_1_2	4	133847306	133847672	-
Calb2	ENSMUSG00000003657.9	ENSMUSG00000003657.9_1_1	8	110142552	110142935	-
Ciao1	ENSMUSG00000003662.10	ENSMUSG00000003662.10_1_1	2	127242580	127242935	-
Ciao1	ENSMUSG00000003662.10	ENSMUSG00000003662.10_1_2	2	127241457	127241641	-
Ciao1	ENSMUSG00000003662.10	ENSMUSG00000003662.10_1_3	2	127241048	127241224	-
Taf6l	ENSMUSG00000003680.15	ENSMUSG00000003680.15_2_1	19	8772548	8772828	-
Insig2	ENSMUSG00000003721.14	ENSMUSG00000003721.14_1_1	1	121305793	121305911	-
Insig2	ENSMUSG00000003721.14	ENSMUSG00000003721.14_1_2	1	121304362	121304728	-
Kpna6	ENSMUSG00000003731.13	ENSMUSG00000003731.13_1_2	4	129643996	129644369	-
Man1a	ENSMUSG00000003746.16	ENSMUSG00000003746.16_1_2	10	53904802	53905155	-
Itpkc	ENSMUSG00000003752.9	ENSMUSG00000003752.9_1_1	7	27207214	27207565	-
Adck4	ENSMUSG00000003762.13	ENSMUSG00000003762.13_1_1	7	27257580	27257948	+
Brd8	ENSMUSG00000003778.14	ENSMUSG00000003778.14_2_1	18	34599853	34600202	-
Brd8	ENSMUSG00000003778.14	ENSMUSG00000003778.14_2_2	18	34598679	34598918	-
Farsa	ENSMUSG00000003808.18	ENSMUSG00000003808.18_1_1	8	84868893	84869249	+
Gcdh	ENSMUSG00000003809.14	ENSMUSG00000003809.14_1_1	8	84886438	84886963	-
Mast2	ENSMUSG00000003810.12	ENSMUSG00000003810.12_1_1	4	116306772	116307159	-
Rad23a	ENSMUSG00000003813.15	ENSMUSG00000003813.15_1_1	8	84834944	84835315	-
Calr	ENSMUSG00000003814.8	ENSMUSG00000003814.8_1_1	8	84842101	84842448	-
Syce2	ENSMUSG00000003824.12	ENSMUSG00000003824.12_1_1	8	84887163	84887376	+
Nfat5	ENSMUSG00000003847.16	ENSMUSG00000003847.16_2_2	8	107374141	107374404	+
Nfat5	ENSMUSG00000003847.16	ENSMUSG00000003847.16_2_3	8	107379146	107379511	+
Nob1	ENSMUSG00000003848.14	ENSMUSG00000003848.14_1_1	8	107412503	107412913	-
Nqo1	ENSMUSG00000003849.8	ENSMUSG00000003849.8_1_1	8;8	107388267;107388689	107388688;107389086	-;-
Ppfia3	ENSMUSG00000003863.18	ENSMUSG00000003863.18_2_1	7	45339148	45339641	-
Gys1	ENSMUSG00000003865.16	ENSMUSG00000003865.16_2_1	7	45456258	45456584	+
Bax	ENSMUSG00000003873.11	ENSMUSG00000003873.11_1_1	7	45461841	45461919	-
Tfam	ENSMUSG00000003923.14	ENSMUSG00000003923.14_1_1	10	71227953	71228319	-
Tfam	ENSMUSG00000003923.14	ENSMUSG00000003923.14_1_2	10	71225596	71225681	-
Zfp81	ENSMUSG00000003929.10	ENSMUSG00000003929.10_1_1	17	33329355	33329717	-
Efnb3	ENSMUSG00000003934.5	ENSMUSG00000003934.5_1_1	11	69554114	69554498	-
Mmd	ENSMUSG00000003948.17	ENSMUSG00000003948.17_2_1	11	90277767	90277852	+
Mmd	ENSMUSG00000003948.17	ENSMUSG00000003948.17_2_2	11	90278183	90278563	+
Hlf	ENSMUSG00000003949.16	ENSMUSG00000003949.16_2_1	11	90339059	90339252	-
Hlf	ENSMUSG00000003949.16	ENSMUSG00000003949.16_2_2	11	90338634	90338858	-
Hlf	ENSMUSG00000003949.16	ENSMUSG00000003949.16_2_3	11	90336545	90336906	-
Fam162a	ENSMUSG00000003955.8	ENSMUSG00000003955.8_1_1	16	36043860	36044075	-
Rpl8	ENSMUSG00000003970.9	ENSMUSG00000003970.9_1_1	15	76905858	76906289	+
Grm3	ENSMUSG00000003974.6	ENSMUSG00000003974.6_1_2	5	9485279	9485588	-
Ssbp2	ENSMUSG00000003992.15	ENSMUSG00000003992.15_1_1	13	91700810	91701220	+
Fancl	ENSMUSG00000004018.9	ENSMUSG00000004018.9_1_1	11	26471506	26471839	+
Brinp2	ENSMUSG00000004031.13	ENSMUSG00000004031.13_1_1	1;1	158245304;158245730	158245729;158245981	-;-
Gstm7	ENSMUSG00000004035.12	ENSMUSG00000004035.12_1_1	3	107926348	107926713	-
Stat3	ENSMUSG00000004040.16	ENSMUSG00000004040.16_1_1	11	100886826	100887200	-
Stat5a	ENSMUSG00000004043.14	ENSMUSG00000004043.14_1_1	11	100884797	100885160	+
Map3k11	ENSMUSG00000004054.8	ENSMUSG00000004054.8_1_1	19	5702473	5702856	+
